"","A","B","C"
"5696",1,0,1
"5697",1,0,1
"5698",1,1,1
"5699",0,0,0
"5700",1,1,1
"5701",0,0,0
"5702",1,1,1
"5703",0,1,1
"5704",0,0,0
"5705",1,1,1
"5706",1,1,1
"5707",1,1,1
"5708",0,0,0
"5709",1,0,1
"5710",1,1,1
"5711",1,0,1
"5712",1,1,1
"5713",1,1,1
"5714",1,1,1
"5715",1,1,1
"5716",1,1,1
"5717",0,0,0
"5718",1,0,1
"5719",0,1,1
"5720",0,0,0
"5721",1,1,1
"5722",0,1,0
"5723",0,1,1
"5724",0,0,0
"5725",1,0,1
"5726",0,1,0
"5727",1,1,1
"5728",0,1,1
"5729",1,1,1
"5730",1,1,1
"5731",1,1,1
"5732",1,1,1
"5733",1,0,1
"5734",1,1,0
"5735",0,1,1
"5736",1,1,1
"5737",1,0,0
"5738",1,1,1
"5739",1,0,0
"5740",1,1,1
"5741",1,1,1
"5742",1,1,1
"5743",1,1,1
"5744",0,1,1
"5745",0,0,0
"5746",1,1,1
"5747",0,0,0
"5748",1,0,1
"5749",0,0,0
"5750",0,1,1
"5751",1,1,1
"5752",1,1,1
"5753",1,1,1
"5754",1,1,1
"5755",0,1,1
"5756",1,1,1
"5757",1,1,1
"5758",1,1,1
"5759",1,1,1
"5760",1,1,1
"5761",1,1,1
"5762",1,1,1
"5763",0,0,0
"5764",0,0,1
"5765",1,1,1
"5766",0,0,0
"5767",0,0,0
"5768",0,1,0
"5769",1,1,1
"5770",1,1,1
"5771",1,1,1
"5772",1,0,1
"5773",0,0,0
"5774",0,0,0
"5775",1,1,1
"5776",0,0,0
"5777",1,1,1
"5778",1,0,1
"5779",0,0,0
"5780",1,0,1
"5781",1,0,1
"5782",1,1,1
"5783",1,1,1
"5784",0,0,0
"5785",0,0,0
"5786",0,1,1
"5787",1,0,1
"5788",1,1,1
"5789",0,1,1
"5790",0,1,1
"5791",1,0,0
"5792",0,0,0
"5793",0,0,0
"5794",1,0,1
"5795",1,1,1
"5796",0,1,1
"5797",1,0,0
"5798",1,1,1
"5799",0,0,0
"5800",0,0,0
"5801",1,1,1
"5802",1,1,1
"5803",0,0,0
"5804",1,1,1
"5805",1,1,1
"5806",0,1,0
"5807",1,1,1
"5808",0,0,0
"5809",1,1,1
"5810",1,1,1
"5811",1,0,0
"5812",0,0,0
"5813",0,1,1
"5814",1,1,1
"5815",0,1,1
"5816",0,1,1
"5817",0,0,0
"5818",0,1,0
"5819",1,1,1
"5820",1,1,1
"5821",1,1,1
"5822",1,0,1
"5823",1,0,1
"5824",1,1,1
"5825",0,0,0
"5826",0,0,0
"5827",0,1,0
"5828",1,1,1
"5829",1,1,1
"5830",1,1,1
"5831",0,1,0
"5832",0,0,0
"5833",1,1,0
"5834",0,1,0
"5835",0,0,0
"5836",1,1,1
"5837",1,1,1
"5838",1,1,1
"5839",1,1,1
"5840",0,0,0
"5841",1,1,1
"5842",0,0,0
"5843",1,1,1
"5844",0,0,0
"5845",0,0,0
"5846",0,1,0
"5847",1,0,1
"5848",0,1,1
"5849",0,0,0
"5850",1,1,1
"5851",0,0,0
"5852",1,1,1
"5853",0,1,1
"5854",1,0,1
"5855",0,1,0
"5856",0,0,0
"5857",1,1,1
"5858",0,1,0
"5859",1,1,1
"5860",1,1,1
"5861",1,1,1
"5862",1,1,1
"5863",0,0,0
"5864",0,0,0
"5865",1,1,1
"5866",0,0,0
"5867",1,1,1
"5868",0,1,0
"5869",1,1,1
"5870",1,1,1
"5871",1,1,1
"5872",0,0,0
"5873",0,1,0
"5874",0,0,0
"5875",0,1,1
"5876",1,1,1
"5877",0,0,1
"5878",0,1,1
"5879",1,1,1
"5880",1,1,1
"5881",0,1,1
"5882",0,1,1
"5883",1,0,1
"5884",1,1,1
"5885",0,1,1
"5886",0,1,1
"5887",0,0,0
"5888",1,0,1
"5889",1,1,1
"5890",0,0,0
"5891",0,0,0
"5892",0,1,0
"5893",0,0,1
"5894",0,0,0
"5895",1,1,1
"5896",1,1,1
"5897",1,1,1
"5898",1,0,1
"5899",1,1,1
"5900",1,0,1
"5901",1,1,1
"5902",1,0,1
"5903",1,1,1
"5904",1,0,1
"5905",0,0,0
"5906",0,1,1
"5907",0,0,1
"5908",1,1,1
"5909",0,1,0
"5910",1,1,1
"5911",1,1,1
"5912",1,1,1
"5913",1,1,1
"5914",0,0,0
"5915",1,0,1
"5916",0,0,0
"5917",1,0,1
"5918",1,1,1
"5919",1,1,1
"5920",1,1,1
"5921",1,1,1
"5922",1,1,1
"5923",1,1,1
"5924",1,1,1
"5925",1,1,0
"5926",1,1,1
"5927",0,0,0
"5928",1,0,0
"5929",1,1,1
"5930",1,0,0
"5931",1,0,1
"5932",0,1,1
"5933",1,0,1
"5934",1,1,1
"5935",1,0,0
"5936",0,1,0
"5937",0,1,1
"5938",1,1,1
"5939",1,0,1
"5940",0,1,1
"5941",0,1,0
"5942",0,1,1
"5943",0,0,0
"5944",1,1,1
"5945",1,1,1
"5946",0,0,0
"5947",1,0,1
"5948",0,0,0
"5949",0,0,0
"5950",1,1,1
"5951",1,1,1
"5952",1,1,1
"5953",1,1,1
"5954",0,1,0
"5955",1,1,1
"5956",1,1,1
"5957",1,0,0
"5958",1,1,1
"5959",0,1,1
"5960",1,0,1
"5961",1,1,1
"5962",0,1,1
"5963",0,0,1
"5964",1,1,1
"5965",1,1,1
"5966",1,0,1
"5967",1,0,1
"5968",1,0,0
"5969",1,1,1
"5970",1,1,1
"5971",1,1,1
"5972",0,0,0
"5973",1,1,1
"5974",0,0,0
"5975",1,1,1
"5976",1,1,1
"5977",1,1,1
"5978",1,1,1
"5979",0,1,1
"5980",0,0,0
"5981",1,1,1
"5982",1,0,1
"5983",1,1,1
"5984",1,1,1
"5985",0,0,0
"5986",1,1,1
"5987",0,0,0
"5988",1,1,1
"5989",0,0,1
"5990",0,0,0
"5991",1,1,1
"5992",0,0,0
"5993",1,0,0
"5994",1,1,1
"5995",1,0,1
"5996",1,1,1
"5997",0,1,1
"5998",0,0,0
"5999",1,0,1
"6000",1,1,1
"6001",1,1,1
"6002",1,0,0
"6003",1,1,1
"6004",1,1,1
"6005",1,0,1
"6006",0,1,1
"6007",1,0,1
"6008",1,1,1
"6009",1,1,1
"6010",0,0,0
"6011",1,1,1
"6012",1,1,1
"6013",0,0,0
"6014",0,1,1
"6015",0,1,0
"6016",0,0,0
"6017",1,1,1
"6018",1,0,1
"6019",1,1,1
"6020",0,0,0
"6021",1,1,1
"6022",0,0,0
"6023",1,1,1
"6024",1,0,0
"6025",0,0,1
"6026",0,0,0
"6027",1,0,1
"6028",1,1,1
"6029",0,1,1
"6030",0,0,0
"6031",0,0,0
"6032",1,1,1
"6033",0,1,1
"6034",1,0,0
"6035",0,1,0
"6036",1,1,1
"6037",0,1,1
"6038",1,1,1
"6039",0,1,1
"6040",0,1,0
"6041",0,1,0
"6042",0,0,1
"6043",0,0,0
"6044",0,1,1
"6045",0,1,1
"6046",1,0,1
"6047",1,1,1
"6048",1,1,1
"6049",1,1,0
"6050",0,1,0
"6051",1,1,1
"6052",1,1,1
"6053",1,1,1
"6054",0,1,1
"6055",0,0,0
"6056",1,1,1
"6057",1,0,0
"6058",0,0,0
"6059",1,1,1
"6060",0,0,0
"6061",1,0,1
"6062",0,0,0
"6063",1,1,1
"6064",0,1,1
"6065",1,1,1
"6066",0,0,0
"6067",0,1,0
"6068",0,0,0
"6069",1,1,1
"6070",1,1,1
"6071",1,1,1
"6072",0,1,1
"6073",1,0,0
"6074",1,0,1
"6075",0,1,0
"6076",1,0,1
"6077",1,1,1
"6078",0,1,1
"6079",1,1,1
"6080",1,1,1
"6081",1,1,1
"6082",1,1,1
"6083",1,1,1
"6084",1,0,1
"6085",1,0,1
"6086",1,0,1
"6087",1,1,1
"6088",1,1,1
"6089",1,1,1
"6090",1,1,1
"6091",1,1,1
"6092",0,1,1
"6093",0,1,0
"6094",0,0,0
"6095",1,1,1
"6096",1,1,1
"6097",0,0,0
"6098",1,1,1
"6099",1,1,1
"6100",0,0,0
"6101",0,0,0
"6102",1,1,0
"6103",0,0,0
"6104",1,0,1
"6105",1,1,1
"6106",1,1,1
"6107",1,1,1
"6108",1,0,1
"6109",0,0,1
"6110",0,0,0
"6111",1,1,1
"6112",1,1,1
"6113",1,1,1
"6114",1,1,1
"6115",0,1,1
"6116",0,1,1
"6117",1,1,1
"6118",1,1,1
"6119",0,0,0
"6120",1,1,1
"6121",1,0,1
"6122",1,1,1
"6123",0,1,1
"6124",0,0,1
"6125",1,1,1
"6126",1,1,1
"6127",0,0,0
"6128",1,0,1
"6129",1,0,1
"6130",1,1,1
"6131",1,1,1
"6132",1,1,1
"6133",0,0,0
"6134",1,1,1
"6135",1,0,1
"6136",0,1,0
"6137",0,1,1
"6138",0,1,1
"6139",1,1,1
"6140",1,1,1
"6141",0,0,0
"6142",1,0,1
"6143",1,1,1
"6144",1,1,1
"6145",1,1,1
"6146",1,1,1
"6147",1,1,1
"6148",1,1,1
"6149",1,1,1
"6150",1,1,1
"6151",0,0,0
"6152",1,0,1
"6153",0,1,1
"6154",0,0,0
"6155",1,1,1
"6156",1,1,1
"6157",1,0,1
"6158",0,0,0
"6159",0,1,1
"6160",0,0,1
"6161",1,1,1
"6162",1,1,1
"6163",1,1,1
"6164",0,0,0
"6165",1,1,1
"6166",1,0,1
"6167",1,1,1
"6168",1,0,1
"6169",1,1,1
"6170",1,1,1
"6171",1,1,1
"6172",0,1,0
"6173",1,0,1
"6174",1,1,1
"6175",0,1,1
"6176",1,1,1
"6177",0,0,0
"6178",1,1,1
"6179",0,0,0
"6180",1,1,1
"6181",0,0,0
"6182",0,1,1
"6183",0,1,1
"6184",1,1,1
"6185",1,1,1
"6186",1,1,1
"6187",0,0,0
"6188",0,0,0
"6189",1,0,1
"6190",1,1,1
"6191",1,1,1
"6192",1,1,1
"6193",1,1,1
"6194",0,0,0
"6195",0,0,0
"6196",1,1,1
"6197",1,1,0
"6198",0,0,0
"6199",1,1,1
"6200",0,0,0
"6201",1,0,1
"6202",1,1,1
"6203",1,1,1
"6204",0,0,1
"6205",1,1,1
"6206",1,1,1
"6207",1,1,1
"6208",1,1,1
"6209",1,1,1
"6210",1,1,1
"6211",0,1,0
"6212",0,0,0
"6213",0,0,0
"6214",1,1,1
"6215",1,1,1
"6216",1,0,0
"6217",1,1,1
"6218",0,0,0
"6219",1,1,1
"6220",1,1,1
"6221",1,1,1
"6222",1,0,0
"6223",0,0,0
"6224",0,0,0
"6225",1,1,1
"6226",1,0,0
"6227",1,1,1
"6228",1,1,1
"6229",0,0,0
"6230",0,1,1
"6231",1,0,0
"6232",0,1,0
"6233",0,0,0
"6234",0,1,1
"6235",1,1,1
"6236",0,1,1
"6237",1,1,1
"6238",0,1,1
"6239",0,0,0
"6240",1,1,1
"6241",1,1,1
"6242",0,1,0
"6243",1,1,1
"6244",0,1,0
"6245",1,1,1
"6246",1,1,1
"6247",0,1,1
"6248",1,0,1
"6249",1,1,1
"6250",0,0,0
"6251",1,1,1
"6252",0,1,0
"6253",1,1,1
"6254",0,1,1
"6255",0,0,0
"6256",1,1,1
"6257",0,1,0
"6258",1,0,1
"6259",1,0,1
"6260",0,1,1
"6261",0,0,0
"6262",0,0,0
"6263",1,1,1
"6264",1,1,1
"6265",1,1,1
"6266",0,1,0
"6267",1,1,1
"6268",0,0,0
"6269",1,1,1
"6270",1,1,1
"6271",0,0,0
"6272",0,0,0
"6273",1,1,1
"6274",0,0,0
"6275",1,1,0
"6276",1,0,1
"6277",0,0,0
"6278",0,1,0
"6279",1,1,0
"6280",1,1,1
"6281",0,0,0
"6282",0,0,0
"6283",1,0,1
"6284",1,0,1
"6285",1,0,1
"6286",0,0,0
"6287",1,1,1
"6288",1,0,1
"6289",1,0,1
"6290",0,0,0
"6291",1,1,1
"6292",1,0,1
"6293",0,1,0
"6294",0,0,0
"6295",1,0,0
"6296",1,1,1
"6297",0,0,0
"6298",0,1,1
"6299",1,1,1
"6300",1,1,1
"6301",1,1,1
"6302",1,1,1
"6303",0,1,0
"6304",1,1,1
"6305",0,0,0
"6306",1,1,1
"6307",0,0,0
"6308",1,1,1
"6309",1,1,1
"6310",1,1,1
"6311",1,0,1
"6312",1,1,1
"6313",1,0,1
"6314",1,1,1
"6315",0,0,0
"6316",1,0,1
"6317",1,1,0
"6318",1,1,1
"6319",1,1,1
"6320",0,0,1
"6321",1,1,1
"6322",1,1,1
"6323",1,1,1
"6324",0,0,1
"6325",1,1,1
"6326",0,0,0
"6327",1,0,1
"6328",1,1,1
"6329",1,1,1
"6330",1,1,1
"6331",1,1,1
"6332",1,1,1
"6333",1,1,1
"6334",1,1,1
"6335",1,1,1
"6336",0,0,0
"6337",0,0,1
"6338",0,0,0
"6339",1,1,1
"6340",1,1,1
"6341",1,1,1
"6342",1,0,0
"6343",0,0,0
"6344",1,1,1
"6345",0,1,1
"6346",1,1,1
"6347",1,1,1
"6348",0,0,0
"6349",0,0,0
"6350",0,0,0
"6351",0,1,0
"6352",1,1,1
"6353",0,0,1
"6354",1,1,1
"6355",1,1,1
"6356",1,0,0
"6357",1,1,1
"6358",1,1,1
"6359",1,0,1
"6360",0,0,0
"6361",1,1,1
"6362",1,0,1
"6363",1,0,0
"6364",1,1,1
"6365",1,0,1
"6366",1,1,1
"6367",1,1,1
"6368",0,0,1
"6369",1,1,1
"6370",0,1,1
"6371",0,1,1
"6372",1,1,1
"6373",0,1,1
"6374",1,0,1
"6375",0,0,0
"6376",1,1,1
"6377",1,1,1
"6378",0,0,0
"6379",0,0,1
"6380",0,0,0
"6381",1,1,1
"6382",1,0,1
"6383",1,1,1
"6384",1,0,1
"6385",1,1,1
"6386",1,1,1
"6387",0,0,0
"6388",1,0,1
"6389",1,1,1
"6390",0,0,1
"6391",1,1,1
"6392",0,1,1
"6393",1,1,1
"6394",1,1,1
"6395",0,1,1
"6396",1,1,1
"6397",0,0,0
"6398",1,1,1
"6399",0,0,0
"6400",1,1,1
"6401",1,0,0
"6402",1,0,1
"6403",1,1,1
"6404",0,0,0
"6405",1,0,0
"6406",1,0,1
"6407",1,0,0
"6408",1,1,1
"6409",1,0,1
"6410",1,1,1
"6411",0,1,1
"6412",1,1,1
"6413",0,0,0
"6414",0,0,0
"6415",1,1,1
"6416",1,1,1
"6417",0,0,0
"6418",1,1,1
"6419",1,1,1
"6420",1,1,1
"6421",1,0,0
"6422",1,1,1
"6423",1,1,1
"6424",1,0,1
"6425",0,1,1
"6426",1,1,1
"6427",1,1,1
"6428",1,1,1
"6429",1,0,1
"6430",1,1,1
"6431",0,0,0
"6432",1,0,0
"6433",1,1,1
"6434",1,1,1
"6435",1,1,1
"6436",1,1,1
"6437",1,1,1
"6438",0,0,0
"6439",1,1,1
"6440",0,1,1
"6441",0,1,0
"6442",0,1,1
"6443",0,0,0
"6444",1,1,1
"6445",0,0,0
"6446",0,1,1
"6447",0,1,1
"6448",1,1,1
"6449",1,1,1
"6450",1,0,1
"6451",0,1,0
"6452",1,1,1
"6453",1,1,1
"6454",1,1,1
"6455",1,1,1
"6456",1,0,0
"6457",1,1,1
"6458",0,0,0
"6459",1,1,1
"6460",0,1,1
"6461",1,1,1
"6462",1,1,1
"6463",0,0,0
"6464",0,1,1
"6465",0,1,0
"6466",0,0,0
"6467",1,0,1
"6468",1,1,1
"6469",1,1,1
"6470",1,1,1
"6471",1,1,1
"6472",0,1,1
"6473",1,1,1
"6474",0,1,0
"6475",0,1,1
"6476",1,0,1
"6477",1,0,1
"6478",0,0,0
"6479",0,1,1
"6480",1,1,1
"6481",0,0,1
"6482",1,0,1
"6483",1,1,1
"6484",1,1,1
"6485",1,1,1
"6486",1,1,1
"6487",1,1,1
"6488",1,1,1
"6489",1,1,1
"6490",0,0,0
"6491",1,1,1
"6492",1,0,0
"6493",1,1,1
"6494",0,1,1
"6495",1,0,0
"6496",1,1,1
"6497",1,1,1
"6498",1,0,1
"6499",1,1,1
"6500",0,0,0
"6501",1,1,1
"6502",1,1,1
"6503",0,0,1
"6504",1,1,1
"6505",1,1,1
"6506",1,1,1
"6507",0,1,1
"6508",0,1,1
"6509",1,0,1
"6510",0,0,0
"6511",0,1,1
"6512",1,1,1
"6513",1,0,1
"6514",0,0,0
"6515",1,1,1
"6516",0,0,0
"6517",1,0,1
"6518",1,1,1
"6519",1,1,1
"6520",1,0,1
"6521",0,0,0
"6522",0,1,1
"6523",1,1,1
"6524",1,0,1
"6525",1,1,1
"6526",1,1,1
"6527",1,1,1
"6528",1,1,1
"6529",1,1,1
"6530",0,0,0
"6531",0,0,0
"6532",1,1,1
"6533",0,0,0
"6534",0,0,0
"6535",1,1,1
"6536",0,0,0
"6537",0,0,0
"6538",1,1,1
"6539",1,1,1
"6540",1,1,1
"6541",0,0,1
"6542",1,1,1
"6543",0,0,0
"6544",0,1,1
"6545",1,0,1
"6546",1,1,1
"6547",1,1,1
"6548",1,1,1
"6549",1,1,1
"6550",1,0,1
"6551",0,0,0
"6552",1,1,1
"6553",0,1,0
"6554",1,1,1
"6555",0,0,1
"6556",1,0,1
"6557",0,0,0
"6558",0,0,0
"6559",1,0,1
"6560",1,1,1
"6561",0,0,0
"6562",0,0,1
"6563",1,1,1
"6564",0,1,0
"6565",0,0,0
"6566",0,0,0
"6567",1,0,1
"6568",1,1,1
"6569",1,0,1
"6570",1,0,1
"6571",1,0,0
"6572",1,1,1
"6573",1,1,1
"6574",1,1,1
"6575",0,0,0
"6576",1,1,1
"6577",0,1,1
"6578",0,0,1
"6579",1,1,1
"6580",0,0,0
"6581",1,1,1
"6582",1,1,1
"6583",1,1,1
"6584",1,1,1
"6585",0,0,0
"6586",1,0,1
"6587",0,1,1
"6588",1,0,1
"6589",1,1,1
"6590",0,1,1
"6591",1,1,1
"6592",0,0,0
"6593",1,1,1
"6594",1,1,1
"6595",1,0,0
"6596",1,1,1
"6597",0,0,0
"6598",0,1,0
"6599",0,0,0
"6600",0,1,0
"6601",1,0,0
"6602",1,1,1
"6603",0,0,0
"6604",1,0,0
"6605",0,0,0
"6606",0,0,1
"6607",1,1,1
"6608",1,0,1
"6609",0,0,0
"6610",0,0,0
"6611",0,0,0
"6612",1,1,1
"6613",0,1,1
"6614",1,1,1
"6615",0,1,1
"6616",1,1,1
"6617",1,1,1
"6618",1,1,1
"6619",1,1,1
"6620",0,0,0
"6621",1,0,1
"6622",1,1,1
"6623",1,1,1
"6624",0,0,0
"6625",0,1,1
"6626",0,1,1
"6627",1,1,1
"6628",0,1,1
"6629",0,1,1
"6630",1,1,1
"6631",1,1,1
"6632",0,1,0
"6633",0,0,0
"6634",1,1,1
"6635",1,1,1
"6636",0,0,0
"6637",1,1,1
"6638",0,0,0
"6639",0,0,0
"6640",1,1,1
"6641",1,1,1
"6642",1,1,1
"6643",0,0,0
"6644",0,0,1
"6645",1,1,1
"6646",1,1,1
"6647",0,0,0
"6648",1,1,0
"6649",0,0,0
"6650",1,0,1
"6651",0,0,0
"6652",0,0,0
"6653",0,1,1
"6654",0,1,1
"6655",0,1,0
"6656",1,1,1
"6657",0,0,0
"6658",1,1,1
"6659",0,1,1
"6660",0,0,0
"6661",0,1,0
"6662",1,1,1
"6663",0,0,0
"6664",1,1,1
"6665",1,1,1
"6666",1,1,1
"6667",1,0,1
"6668",0,1,1
"6669",1,1,1
"6670",1,1,1
"6671",1,1,0
"6672",1,0,1
"6673",1,1,1
"6674",1,0,1
"6675",1,0,1
"6676",1,1,1
"6677",1,1,1
"6678",1,1,1
"6679",1,1,1
"6680",1,0,0
"6681",0,0,0
"6682",1,1,1
"6683",1,1,1
"6684",1,0,1
"6685",0,0,0
"6686",1,0,1
"6687",1,0,1
"6688",0,0,1
"6689",1,1,1
"6690",1,0,0
"6691",1,0,0
"6692",0,0,0
"6693",0,0,0
"6694",1,1,1
"6695",0,0,0
"6696",1,1,1
"6697",1,1,1
"6698",1,1,1
"6699",1,0,1
"6700",0,1,1
"6701",1,0,1
"6702",1,1,1
"6703",1,1,1
"6704",1,1,1
"6705",1,1,1
"6706",0,1,1
"6707",1,0,1
"6708",1,0,1
"6709",1,1,1
"6710",0,0,0
"6711",1,0,0
"6712",0,0,1
"6713",1,1,1
"6714",1,1,1
"6715",1,1,1
"6716",1,1,1
"6717",1,1,1
"6718",1,1,1
"6719",1,1,1
"6720",1,1,1
"6721",1,1,1
"6722",0,1,1
"6723",0,0,0
"6724",0,1,0
"6725",1,1,1
"6726",1,1,1
"6727",1,1,1
"6728",0,1,1
"6729",1,1,1
"6730",1,1,1
"6731",1,1,1
"6732",1,1,0
"6733",1,1,1
"6734",1,1,1
"6735",0,0,0
"6736",0,0,0
"6737",1,1,1
"6738",1,1,1
"6739",1,1,1
"6740",1,1,1
"6741",0,1,1
"6742",0,0,0
"6743",1,0,1
"6744",1,0,0
"6745",1,1,1
"6746",1,1,1
"6747",1,1,1
"6748",1,1,1
"6749",0,1,1
"6750",0,0,0
"6751",1,1,1
"6752",0,1,0
"6753",1,0,1
"6754",1,1,1
"6755",1,0,1
"6756",1,1,1
"6757",0,1,1
"6758",1,1,1
"6759",1,0,1
"6760",1,1,1
"6761",1,1,1
"6762",0,0,0
"6763",0,1,1
"6764",1,0,0
"6765",1,1,1
"6766",0,0,0
"6767",0,0,0
"6768",0,1,0
"6769",1,0,1
"6770",1,1,1
"6771",1,1,1
"6772",0,1,0
"6773",1,1,1
"6774",0,1,0
"6775",1,0,0
"6776",0,1,1
"6777",0,0,0
"6778",0,0,1
"6779",0,1,1
"6780",0,1,0
"6781",1,1,1
"6782",0,0,0
"6783",0,1,1
"6784",1,1,1
"6785",1,1,1
"6786",1,1,1
"6787",1,1,1
"6788",1,1,1
"6789",1,1,1
"6790",1,1,1
"6791",1,1,1
"6792",1,1,1
"6793",0,0,0
"6794",1,0,0
"6795",0,1,0
"6796",0,1,0
"6797",1,1,1
"6798",0,0,0
"6799",1,1,1
"6800",1,1,1
"6801",1,1,1
"6802",1,0,0
"6803",0,0,1
"6804",1,1,1
"6805",1,0,1
"6806",1,0,1
"6807",0,1,0
"6808",1,1,0
"6809",0,0,0
"6810",0,0,0
"6811",1,1,1
"6812",0,1,0
"6813",1,1,1
"6814",1,1,1
"6815",1,1,1
"6816",0,1,0
"6817",1,1,1
"6818",0,1,1
"6819",1,0,1
"6820",0,0,0
"6821",1,1,1
"6822",0,1,1
"6823",0,1,0
"6824",1,1,1
"6825",0,1,0
"6826",1,1,1
"6827",1,1,1
"6828",1,1,1
"6829",0,1,1
"6830",0,0,0
"6831",0,0,0
"6832",0,1,1
"6833",0,1,1
"6834",0,0,0
"6835",0,1,1
"6836",0,0,0
"6837",1,1,1
"6838",0,1,1
"6839",0,1,1
"6840",0,0,0
"6841",1,1,1
"6842",0,1,1
"6843",1,1,1
"6844",0,1,1
"6845",1,1,1
"6846",1,1,1
"6847",1,0,1
"6848",0,1,1
"6849",0,0,0
"6850",1,1,1
"6851",1,0,1
"6852",1,0,0
"6853",1,1,1
"6854",0,0,0
"6855",1,0,0
"6856",1,0,1
"6857",1,0,0
"6858",0,0,1
"6859",1,0,1
"6860",1,1,1
"6861",1,1,1
"6862",1,0,1
"6863",0,0,0
"6864",1,1,1
"6865",1,0,1
"6866",0,0,1
"6867",0,1,1
"6868",1,1,1
"6869",1,1,1
"6870",1,1,1
"6871",1,1,1
"6872",0,0,0
"6873",0,0,1
"6874",1,1,1
"6875",0,0,0
"6876",0,0,0
"6877",0,1,1
"6878",1,1,1
"6879",0,0,0
"6880",0,0,0
"6881",1,1,1
"6882",1,1,1
"6883",1,1,1
"6884",1,1,0
"6885",0,0,0
"6886",1,1,1
"6887",0,0,0
"6888",1,1,1
"6889",1,0,0
"6890",1,1,1
"6891",1,1,1
"6892",1,1,1
"6893",0,0,0
"6894",1,1,1
"6895",1,1,1
"6896",0,1,1
"6897",0,0,0
"6898",1,1,1
"6899",1,0,1
"6900",1,1,1
"6901",1,1,1
"6902",0,0,0
"6903",1,1,1
"6904",1,1,1
"6905",1,1,1
"6906",0,0,0
"6907",1,1,1
"6908",1,0,0
"6909",1,0,1
"6910",0,1,1
"6911",0,0,0
"6912",1,1,1
"6913",0,0,0
"6914",1,1,1
"6915",0,0,0
"6916",1,1,1
"6917",0,0,0
"6918",0,0,0
"6919",1,1,1
"6920",0,0,0
"6921",1,0,1
"6922",1,1,1
"6923",1,1,1
"6924",1,1,1
"6925",1,1,1
"6926",1,1,1
"6927",0,0,0
"6928",1,1,1
"6929",0,0,1
"6930",1,0,0
"6931",1,1,1
"6932",1,1,1
"6933",0,0,1
"6934",0,1,0
"6935",1,0,1
"6936",0,1,0
"6937",1,1,1
"6938",1,1,1
"6939",1,0,0
"6940",1,1,1
"6941",1,0,1
"6942",1,1,1
"6943",0,1,0
"6944",1,1,1
"6945",1,1,1
"6946",0,0,0
"6947",0,1,1
"6948",1,1,1
"6949",1,1,1
"6950",1,0,0
"6951",1,0,1
"6952",1,1,1
"6953",1,1,1
"6954",0,0,0
"6955",0,0,0
"6956",1,1,1
"6957",1,1,1
"6958",0,1,1
"6959",0,1,1
"6960",0,1,1
"6961",1,1,1
"6962",1,1,1
"6963",0,1,1
"6964",1,1,1
"6965",1,1,1
"6966",1,1,1
"6967",0,0,0
"6968",0,0,0
"6969",1,0,1
"6970",0,0,0
"6971",1,0,0
"6972",1,1,1
"6973",0,1,1
"6974",1,1,1
"6975",1,1,1
"6976",0,1,0
"6977",1,1,1
"6978",0,0,1
"6979",0,0,0
"6980",1,1,1
"6981",1,1,1
"6982",0,0,0
"6983",1,1,1
"6984",0,0,0
"6985",0,1,0
"6986",1,1,1
"6987",0,1,1
"6988",1,1,1
"6989",0,0,0
"6990",1,1,1
"6991",0,0,0
"6992",1,1,1
"6993",1,1,1
"6994",0,1,1
"6995",1,0,1
"6996",1,1,1
"6997",1,1,1
"6998",1,1,1
"6999",0,0,1
"7000",0,1,1
"7001",0,0,0
"7002",1,1,1
"7003",1,1,1
"7004",1,1,1
"7005",1,1,1
"7006",1,1,1
"7007",1,1,1
"7008",1,1,1
"7009",1,1,1
"7010",1,1,1
"7011",1,1,1
"7012",1,1,1
"7013",0,0,0
"7014",0,0,0
"7015",1,0,0
"7016",1,1,1
"7017",1,1,1
"7018",1,0,1
"7019",0,0,0
"7020",1,1,1
"7021",0,0,0
"7022",0,0,0
"7023",1,1,1
"7024",0,1,1
"7025",0,1,1
"7026",1,0,0
"7027",0,0,0
"7028",1,1,1
"7029",1,0,1
"7030",0,1,1
"7031",1,0,0
"7032",1,1,1
"7033",1,1,1
"7034",1,1,1
"7035",1,1,1
"7036",0,0,0
"7037",0,0,0
"7038",1,1,1
"7039",1,0,0
"7040",1,0,1
"7041",1,1,1
"7042",1,1,1
"7043",0,0,0
"7044",1,1,1
"7045",1,1,1
"7046",1,1,1
"7047",1,0,1
"7048",1,0,1
"7049",1,1,1
"7050",1,0,0
"7051",1,0,1
"7052",1,1,1
"7053",0,1,1
"7054",0,0,0
"7055",1,1,1
"7056",0,1,1
"7057",0,1,1
"7058",1,1,1
"7059",1,1,1
"7060",0,1,1
"7061",1,1,1
"7062",0,1,1
"7063",1,1,1
"7064",1,1,1
"7065",0,1,1
"7066",1,1,1
"7067",0,1,1
"7068",0,0,0
"7069",1,1,1
"7070",0,0,0
"7071",1,1,1
"7072",1,1,0
"7073",1,1,1
"7074",0,1,1
"7075",1,0,1
"7076",0,1,1
"7077",0,1,0
"7078",1,1,1
"7079",1,1,1
"7080",0,0,0
"7081",1,0,1
"7082",0,0,1
"7083",0,1,1
"7084",1,0,1
"7085",1,0,1
"7086",0,0,0
"7087",1,1,1
"7088",1,0,1
"7089",0,0,0
"7090",0,0,0
"7091",0,0,0
"7092",1,1,1
"7093",1,1,1
"7094",1,1,1
